,name,price,total_sales_volume,month_sales_volume,month_revenue,total_revenue,rating_product,total_rating_product,inventory,monthly_event,favorite_product,discount,company,shop_name,shopee_mall,shop_total_review,total_products,response_rate,time_response,experience(unit: month),follower,store_location,special_shop,product_url,rating_rate,segmentation
662,điện thoại redmi 10 4gb/64gb - bốn camera ai 50mp | màn hình 90hz fhd+,3990000.0,13.0,3.0,11970000.0,51870000.0,5.0,5.0,21.0,1,0,0.0,xiaomivn_official_store,xiaomivn_official_store,1,198000.0,125.0,0.95,0,24.0,125600.0,TP. Hồ Chí Minh,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Redmi-10-4GB-64GB-B%E1%BB%91n-camera-AI-50MP-M%C3%A0n-h%C3%ACnh-90Hz-FHD--i.191065034.13805166562?position=826,0.38461538461538464,Low_end
664,điện thoại google pixel 3a,2650000.0,6.0,3.0,7950000.0,15900000.0,5.0,4.0,6.0,0,0,0.0,Đàm_Hương_Mobile,damhuong_mobile,0,17.0,11.0,0.93,1,48.0,42.0,Hà Nội,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Google-Pixel-3a-i.26419149.8764207114?position=829,0.6666666666666666,Low_end
665,khay sim redmi 5 - xiaomi,25000.0,8.0,3.0,75000.0,200000.0,5.0,4.0,71.0,0,1,0.0,Linhkiện AZ,linh_kien_az,0,45000.0,915.0,0.83,0,17.0,856.0,Tuyên Quang,0,https://shopee.vn/khay-sim-Redmi-5-xiaomi-i.255112067.8349386797?position=830,0.5,Ultra_Low_end
666,kem đánh bóng viền kim loại điện thoại iphone x / xs / xsmax / 11 / 11 pro / 11 promax,79000.0,13.0,4.0,316000.0,1027000.0,4.75,4.0,10.0,1,0,0.0,Ling Ling Mobile,linhphukienmobile,0,807.0,136.0,0.7,1,48.0,866.0,Hà Nội,0,https://shopee.vn/Kem-%C4%91%C3%A1nh-b%C3%B3ng-vi%E1%BB%81n-kim-lo%E1%BA%A1i-%C4%91i%E1%BB%87n-tho%E1%BA%A1i-IPhone-X-Xs-Xsmax-11-11-pro-11-promax-i.21613238.8936645312?position=833,0.3076923076923077,Ultra_Low_end
667,"[nokia 100] điện thoại giá rẻ nokia 100 1sim, hàng mới công ty, bh 1 tháng",120625.0,28.0,3.0,361875.0,3377500.0,4.78,9.0,185.0,0,0,0.0,Điện thoại balushop26,balushop26,0,31.0,24.0,0.42,0,31.0,1500.0,TP. Hồ Chí Minh,0,https://shopee.vn/-nokia-100-%C4%91i%E1%BB%87n-tho%E1%BA%A1i-gi%C3%A1-r%E1%BA%BB-nokia-100-1sim-h%C3%A0ng-m%E1%BB%9Bi-c%C3%B4ng-ty-BH-1-th%C3%A1ng-i.134758432.7019380165?position=837,0.32142857142857145,Ultra_Low_end
668,điện thoại nokia n2730 chính hãng kích sim chuyên nghiệp nhận sóng không cần tắt nguồn hàng like new,315000.0,38.0,3.0,945000.0,11970000.0,3.71,7.0,973.0,0,1,0.0,Tổng Kho Minh Khoa,tongkhosimracminhkhoa,0,45000.0,39.0,0.93,0,11.0,2300.0,Hà Nội,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-nokia-n2730-ch%C3%ADnh-h%C3%A3ng-k%C3%ADch-sim-chuy%C3%AAn-nghi%E1%BB%87p-nh%E1%BA%ADn-s%C3%B3ng-kh%C3%B4ng-c%E1%BA%A7n-t%E1%BA%AFt-ngu%E1%BB%93n-h%C3%A0ng-like-new-i.337486746.8333349322?position=838,0.18421052631578946,Ultra_Low_end
669,pop điện thoại kèm gương soi 2in1.,22000.0,4.0,3.0,66000.0,88000.0,5.0,2.0,95.0,1,0,0.0,Tổng Kho Hải Trình,ngotientrinh,0,98.0,283.0,0.75,0,36.0,80.0,Thái Bình,0,https://shopee.vn/Pop-%C4%91ie%CC%A3%CC%82n-thoa%CC%A3i-ke%CC%80m-gu%CC%9Bo%CC%9Bng-soi-2in1.-i.93113284.8689758157?position=841,0.5,Ultra_Low_end
670,màn hình oppo a7/a5s/realme c3 2018 zin,519000.0,7.0,4.0,2076000.0,3633000.0,5.0,6.0,44.0,1,0,0.0,linhkientrangia,linhkientrangia,0,407.0,409.0,0.86,0,18.0,1300.0,Hà Nội,0,https://shopee.vn/m%C3%A0n-h%C3%ACnh-oppo-A7-A5S-Realme-C3-2018-ZIN-i.244292162.8681051789?position=842,0.8571428571428571,Ultra_Low_end
671,"☎️ máy 2 sim - có tiếng việt ☎️ điện thoại bàn gsm fwp 6588 lắp mọi loại sim di động, gphone, homephone",437000.0,10.0,3.0,1311000.0,4370000.0,5.0,4.0,1247.0,1,0,0.24,An Phát - Phụ Kiện Máy Tính,truong_an_phat,0,1000.0,150.0,0.64,0,24.0,7600.0,Hà Nội,1,https://shopee.vn/%E2%98%8E%EF%B8%8F-M%C3%A1y-2-Sim-C%C3%B3-Ti%E1%BA%BFng-Vi%E1%BB%87t-%E2%98%8E%EF%B8%8F-%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-B%C3%A0n-GSM-FWP-6588-L%E1%BA%AFp-M%E1%BB%8Di-Lo%E1%BA%A1i-Sim-Di-%C4%90%E1%BB%99ng-Gphone-HomePhone-i.183267859.6544249096?position=843,0.4,Ultra_Low_end
672,thanh lý điện thoại iphone 5 quốc tế chính hãng giá siêu rẻ - duongbimbimm,414355.0,3.0,3.0,1243065.0,1243065.0,5.0,1.0,291.0,1,0,0.21,IPHONE IPAD PHỤ KIỆN GIÁ TỐT,duongbimbimm,0,99000.0,255.0,0.81,0,23.0,31900.0,Hà Nội,1,https://shopee.vn/Thanh-l%C3%BD-%C4%91i%E1%BB%87n-tho%E1%BA%A1i-iphone-5-Qu%E1%BB%91c-t%E1%BA%BF-ch%C3%ADnh-h%C3%A3ng-gi%C3%A1-si%C3%AAu-r%E1%BA%BB-duongbimbimm-i.203317301.13313336517?position=844,0.3333333333333333,Ultra_Low_end
673,điện thoại realme gt neo flash dimensity 1200 5g pin 4500 sạc nhanh 65w (8/128gb) - hàng nhập khẩu,6466500.0,14.0,3.0,19399500.0,90531000.0,5.0,6.0,86.0,1,1,0.1,shopnamkhanhhanoi,shopnamkhanhhanoi,0,69000.0,584.0,0.65,0,48.0,11300.0,Hà Nội,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Realme-GT-Neo-Flash-Dimensity-1200-5G-pin-4500-s%E1%BA%A1c-nhanh-65W-(8-128GB)-H%C3%A0ng-nh%E1%BA%ADp-kh%E1%BA%A9u-i.52809472.12103484565?position=845,0.42857142857142855,Mid_end
674,điện thoại hello kitty 2 sim tặng kèm pin dễ thương,539000.0,3.0,3.0,1617000.0,1617000.0,5.0,2.0,195.0,0,1,0.0,Hằng Lê Shop 92,mykim20032018,0,11000.0,71.0,0.87,0,36.0,4600.0,TP. Hồ Chí Minh,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-hello-kitty-2-sim-t%E1%BA%B7ng-k%C3%A8m-pin-d%E1%BB%85-th%C6%B0%C6%A1ng-i.95642495.11424637321?position=846,0.6666666666666666,Ultra_Low_end
676,điện thoại samsung galaxy s10 mỹ snapdragon 855 likenew 8/128gb kèm đủ pk || tại playmobile,5990000.0,7.0,2.0,11980000.0,41930000.0,5.0,5.0,2.0,1,0,0.0,PlayMobile_Smart Phone Gía Rẻ,playmobile1_118,0,445.0,198.0,1.0,0,33.0,9300.0,Hà Nội,0,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Samsung-Galaxy-S10-M%E1%BB%B9-Snapdragon-855-Likenew-8-128GB-K%C3%A8m-%C4%91%E1%BB%A7-PK-T%E1%BA%A1i-Playmobile-i.118122501.7333314712?position=848,0.7142857142857143,Mid_end
677,điện thoại oppo neo7 a33 mới 98/99%,690000.0,4.0,3.0,2070000.0,2760000.0,5.0,1.0,993.0,1,0,0.0,NgocQuy64,ngocquy64,0,86.0,43.0,0.8,0,34.0,81.0,Kon Tum,0,https://shopee.vn/%C4%91i%E1%BB%87n-tho%E1%BA%A1i-oppo-neo7-a33-m%E1%BB%9Bi-98-99--i.116641859.10331427214?position=849,0.25,Ultra_Low_end
678,tuân hưng yên chuẩn uy tín điện thoại nokia 3100 chính hãng bảo hành 12 tháng,169000.0,3.0,3.0,507000.0,507000.0,5.0,1.0,5995.0,0,0,0.0,Tổng Kho Buôn SỈ TUÂN HƯNG YÊN,dienthoainokiavietnam,0,10.0,30.0,0.34,0,48.0,35.0,Hưng Yên,0,https://shopee.vn/TU%C3%82N-H%C6%AFNG-Y%C3%8AN-CHU%E1%BA%A8N-UY-T%C3%8DN-%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Nokia-3100-Ch%C3%ADnh-H%C3%A3ng-B%E1%BA%A3o-H%C3%A0nh-12-Th%C3%A1ng-i.39720082.9650879867?position=850,0.3333333333333333,Ultra_Low_end
679,[mã skamsale10 giảm 10% đơn 200k] điện thoại nokia 105 4g - hàng chính hãng,710000.0,7.0,3.0,2130000.0,4970000.0,5.0,3.0,8.0,1,0,0.0,Long Hưng Mobile,longhung_mobilestore,0,101000.0,1000.0,1.0,0,48.0,22200.0,Bến Tre,1,https://shopee.vn/-M%C3%A3-SKAMSALE10-gi%E1%BA%A3m-10-%C4%91%C6%A1n-200K-%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Nokia-105-4G-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-i.40757878.9570495525?position=851,0.42857142857142855,Ultra_Low_end
682,điện thoại nokia 215 4g - hàng chính hãng bảo hành 12 tháng,528360.0,4.0,3.0,1585080.0,2113440.0,5.0,1.0,13.0,0,1,0.16,THANG THAO MOBILE,tt_mobilena,0,4000.0,420.0,0.71,0,48.0,11200.0,Nghệ An,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Nokia-215-4G-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-b%E1%BA%A3o-h%C3%A0nh-12-th%C3%A1ng-i.27662376.3027835330?position=854,0.25,Ultra_Low_end
683,"điện thoại viettel v6216, mastel fami 11 dành cho người già - hàng mới chính hãng",265000.0,14.0,3.0,795000.0,3710000.0,5.0,1.0,92.0,1,0,0.0,storevn,storevn,0,671.0,118.0,0.17,0,48.0,474.0,Vĩnh Phúc,0,https://shopee.vn/%C4%91i%E1%BB%87n-tho%E1%BA%A1i-viettel-v6216-mastel-fami-11-d%C3%A0nh-cho-ng%C6%B0%E1%BB%9Di-gi%C3%A0-h%C3%A0ng-m%E1%BB%9Bi-ch%C3%ADnh-h%C3%A3ng-i.55871294.2530650228?position=855,0.07142857142857142,Ultra_Low_end
685,"điện thoại google pixel 3a xl fulbox mới 100%, chất_mobile462",3070000.0,6.0,4.0,12280000.0,18420000.0,5.0,4.0,0.0,1,0,0.0,Chatmobile Shop,chatmobile4602,0,18.0,22.0,0.83,0,5.0,429.0,Hà Nội,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Google-Pixel-3a-xl-Fulbox-m%E1%BB%9Bi-100-Ch%E1%BA%A5t_Mobile462-i.440331344.11308574513?position=858,0.6666666666666666,Low_end
686,điện thoại nokia 105 dual sim 2019 - hàng chính hãng,399000.0,9.0,3.0,1197000.0,3591000.0,5.0,5.0,42.0,1,0,0.0,Long Hưng Mobile Mall,longhung_mobile,1,27000.0,569.0,1.0,0,11.0,20800.0,Bến Tre,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Nokia-105-Dual-Sim-2019-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-i.331695868.7966374966?position=859,0.5555555555555556,Ultra_Low_end
687,màn hình sam sung tab a8.0 2019/t290/t295 zin,698000.0,4.0,3.0,2094000.0,2792000.0,5.0,3.0,28.0,1,0,0.0,linhkientrangia,linhkientrangia,0,407.0,409.0,0.86,0,18.0,1300.0,Hà Nội,0,https://shopee.vn/m%C3%A0n-h%C3%ACnh-sam-sung-tab-A8.0-2019-T290-T295-ZIN-i.244292162.3394220204?position=860,0.75,Ultra_Low_end
688,kính itel s42,49000.0,20.0,3.0,147000.0,980000.0,5.0,3.0,80.0,1,0,0.0,linhkientrangia,linhkientrangia,0,407.0,409.0,0.86,0,18.0,1300.0,Hà Nội,0,https://shopee.vn/k%C3%ADnh-itel-s42-i.244292162.3181379494?position=861,0.15,Ultra_Low_end
689,điện thoại sam sung j2 prime ( tặng kèm thẻ nhớ 2-4 gb),680000.0,5.0,3.0,2040000.0,3400000.0,4.0,1.0,994.0,0,0,0.0,Tranthihuong1506,tranthihuong1506,0,12.0,4.0,0.92,0,35.0,14.0,Thái Bình,0,https://shopee.vn/%C4%91i%E1%BB%87n-tho%E1%BA%A1i-Sam-Sung-J2-prime-(-T%E1%BA%B7ng-k%C3%A8m-th%E1%BA%BB-nh%E1%BB%9B-2-4-GB)-i.102503294.3489999450?position=862,0.2,Ultra_Low_end
690,điện thoại samsung galaxy a22 r6/128g giá siêu rẻ,1898000.0,7.0,3.0,5694000.0,13286000.0,4.33,6.0,1.0,0,0,0.0,0s3y1lncmk,0s3y1lncmk,0,12.0,6.0,0.36,0,0.6,29.0,Thái Nguyên,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-samsung-galaxy-a22-R6-128g-gi%C3%A1-si%C3%AAu-r%E1%BA%BB-i.547519189.13016778912?position=863,0.8571428571428571,Ultra_Low_end
691,điện thoại oppo a92 máy mới full hộp,1880000.0,3.0,3.0,5640000.0,5640000.0,5.0,3.0,0.0,0,0,0.0,0s3y1lncmk,0s3y1lncmk,0,12.0,6.0,0.36,0,0.6,29.0,Thái Nguyên,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-oppo-a92-m%C3%A1y-m%E1%BB%9Bi-full-h%E1%BB%99p-i.547519189.11152924250?position=864,1.0,Ultra_Low_end
692,điệm thoại sámung a22 siêu khuyến mại rẻ nhất thị trường ram6/128g,1900000.0,3.0,3.0,5700000.0,5700000.0,5.0,3.0,9.0,0,0,0.0,0s3y1lncmk,0s3y1lncmk,0,12.0,6.0,0.36,0,0.6,29.0,Thái Nguyên,0,https://shopee.vn/%C4%90i%E1%BB%87m-tho%E1%BA%A1i-s%C3%A1mung-a22-si%C3%AAu-khuy%E1%BA%BFn-m%E1%BA%A1i-r%E1%BA%BB-nh%E1%BA%A5t-th%E1%BB%8B-tr%C6%B0%E1%BB%9Dng-ram6-128g-i.547519189.10352846889?position=865,1.0,Ultra_Low_end
693,điện thoại nokia 110i chính hãng cũ (99%) dien thoai,109000.0,10.0,3.0,327000.0,1090000.0,4.0,5.0,987.0,1,0,0.0,setboquanaothudong,lucky1602.vn,0,351.0,30.0,0.59,0,30.0,7500.0,Hà Nội,0,https://shopee.vn/%C4%90I%E1%BB%86N-THO%E1%BA%A0I-NOKIA-110i-CH%C3%8DNH-H%C3%83NG-C%C5%A8-(99-)-dien-thoai-i.139525650.3260558315?position=866,0.5,Ultra_Low_end
696,kính xiaomi redmi 8/ redmi 8a đen,31200.0,6.0,3.0,93600.0,187200.0,0.0,0.0,0.0,0,1,0.0,SP- Hoàng Mai,hoangmaimobile.vn,0,32000.0,3300.0,0.83,0,34.0,14300.0,Lào Cai,1,https://shopee.vn/K%C3%ADnh-Xiaomi-Redmi-8-Redmi-8A-%C4%90EN-i.111078417.7659184135?position=870,0.0,Ultra_Low_end
697,mặt lưng kính v60 thinq 5g,195000.0,3.0,3.0,585000.0,585000.0,0.0,0.0,4.0,0,0,0.0,LinhKienMayTinh,phamit,0,260.0,127.0,0.77,0,60.0,214.0,Hải Dương,0,https://shopee.vn/M%E1%BA%B7t-l%C6%B0ng-k%C3%ADnh-V60-thinQ-5G-i.18675087.3797167616?position=871,0.0,Ultra_Low_end
698,cảm ứng nokia 2.2 (2gb/16gb) 2019 đen,93600.0,9.0,3.0,280800.0,842400.0,1.0,1.0,7.0,0,1,0.0,SP- Hoàng Mai,hoangmaimobile.vn,0,32000.0,3300.0,0.83,0,34.0,14300.0,Lào Cai,1,https://shopee.vn/C%E1%BA%A3m-%E1%BB%A9ng-Nokia-2.2-(2GB-16GB)-2019-%C4%90EN-i.111078417.7777640471?position=872,0.1111111111111111,Ultra_Low_end
699,"điện thoại mini i8, siêu nhỏ thiết kế giống iphone x",390000.0,4.0,3.0,1170000.0,1560000.0,5.0,2.0,0.0,1,0,0.0,Phụ Kiện 247,dienthoaichat.adm,0,909.0,540.0,0.37,0,60.0,9400.0,TP. Hồ Chí Minh,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-mini-i8-si%C3%AAu-nh%E1%BB%8F-thi%E1%BA%BFt-k%E1%BA%BF-gi%E1%BB%91ng-iPhone-X-i.19373145.6520926795?position=873,0.5,Ultra_Low_end
700,"điện thoại 𝐍𝐎𝐊𝐈𝐀 𝟏𝟐𝟖𝟎 hàng mới [ khuyễn mãi ] - bảo hành 12 tháng - phụ kiện : máy , sạc, pin",103320.00000000001,97.0,3.0,309960.00000000006,10022040.000000002,3.25,4.0,0.0,1,1,0.44,phukienthongminh2304,phukienthongminh2304,0,37000.0,139.0,0.83,0,22.0,6200.0,Phú Thọ,0,https://shopee.vn/%C4%90I%E1%BB%86N-THO%E1%BA%A0I-%F0%9D%90%8D%F0%9D%90%8E%F0%9D%90%8A%F0%9D%90%88%F0%9D%90%80-%F0%9D%9F%8F%F0%9D%9F%90%F0%9D%9F%96%F0%9D%9F%8E-H%C3%A0ng-M%E1%BB%9Bi-Khuy%E1%BB%85n-M%C3%A3i-B%E1%BA%A3o-h%C3%A0nh-12-Th%C3%A1ng-Ph%E1%BB%A5-Ki%E1%BB%87n-M%C3%A1y-S%E1%BA%A1c-Pin-i.213974076.4086667058?position=874,0.041237113402061855,Ultra_Low_end
701,điện thoại bàn voip cisco 7911 cũ thanh lý văn phòng,70000.0,4.0,3.0,210000.0,280000.0,4.0,2.0,10.0,0,1,0.0,Thùy Linh Computer,thuylinhcomputer,0,45000.0,231.0,0.95,0,33.0,4800.0,Hà Nội,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-b%C3%A0n-VOIP-Cisco-7911-c%C5%A9-thanh-l%C3%BD-v%C4%83n-ph%C3%B2ng-i.117484484.8444891151?position=875,0.5,Ultra_Low_end
702,điện thoại cũ samsung j7 prime ram 3g tặng kèm ốp và dán cường lực,1415000.0,5.0,3.0,4245000.0,7075000.0,5.0,3.0,43.0,0,0,0.0,tranminhquan1807,minh.quan_mobile,0,616.0,8.0,0.96,0,25.0,484.0,Nam Định,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-c%C5%A9-samsung-j7-prime-ram-3g-t%E1%BA%B7ng-k%C3%A8m-%E1%BB%91p-v%C3%A0-d%C3%A1n-c%C6%B0%E1%BB%9Dng-l%E1%BB%B1c-i.178181467.13909726900?position=876,0.6,Ultra_Low_end
703,điện thoại xiaomi redmi 10 - hàng chính hãng digiworld mới 100% !,4340000.0,3.0,3.0,13020000.0,13020000.0,5.0,1.0,255.0,1,1,0.0,ĐIỆN TỬ THỦY CHI,dientuthuychi,0,37000.0,132.0,0.94,0,15.0,24500.0,Hà Nội,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Xiaomi-Redmi-10-Ha%CC%80ng-Chi%CC%81nh-Ha%CC%83ng-Digiworld-M%C6%A1%CC%81i-100-!-i.281825590.12705059705?position=877,0.3333333333333333,Mid_end
706,điện thoại samsung galaxy a01 core (32gb/2gb),1690000.0,3.0,3.0,5070000.0,5070000.0,5.0,1.0,5.0,1,0,0.0,Từ Mobile,chiptochipnho,0,46.0,29.0,0.42,1,60.0,47.0,Lào Cai,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Samsung-Galaxy-A01-Core-(32GB-2GB)-i.17904754.8266961165?position=883,0.3333333333333333,Ultra_Low_end
709,"[ máy hãng ] điện thoại oppo f9 pro 2sim ram 6g bộ nhớ 128g mới, màn hình giọt nước thời thượng",1388240.0000000002,5.0,3.0,4164720.000000001,6941200.000000001,5.0,2.0,13316.0,1,1,0.44,smartphone_baochau,smartphone_baochau,0,143000.0,1100.0,0.89,0,33.0,12700.0,TP. Hồ Chí Minh,1,https://shopee.vn/-M%C3%81Y-H%C3%83NG-%C4%91i%E1%BB%87n-tho%E1%BA%A1i-Oppo-F9-Pro-2sim-ram-6G-b%E1%BB%99-nh%E1%BB%9B-128G-m%E1%BB%9Bi-M%C3%A0n-h%C3%ACnh-gi%E1%BB%8Dt-n%C6%B0%E1%BB%9Bc-th%E1%BB%9Di-th%C6%B0%E1%BB%A3ng-i.122206336.3627458192?position=886,0.4,Ultra_Low_end
710,điện thoại lg v50thinq rom 6 bộ nhớ 128gb giải trí cực đỉnh,3300880.0,5.0,3.0,9902640.0,16504400.0,5.0,3.0,189.0,1,1,0.12,TAMHOANG Mobile,hoanglamphong88,0,184.0,60.0,0.8,0,16.0,4900.0,Hà Nội,1,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-LG-v50ThinQ-Rom-6-b%E1%BB%99-nh%E1%BB%9B-128gb-gi%E1%BA%A3i-tr%C3%AD-c%E1%BB%B1c-%C4%91%E1%BB%89nh-i.273958284.2987118488?position=887,0.6,Low_end
711,[ ai - phôn 4 ] [ip4] điện thoại cũ giá rẻ phone 4 quốc tế - nghe gọi fb zalo mess - tặng kèm dây sạc,304575.0,6.0,3.0,913725.0,1827450.0,4.0,4.0,182.0,1,0,0.07,IPHONE IPAD PHỤ KIỆN GIÁ TỐT,duongbimbimm,0,99000.0,255.0,0.81,0,23.0,31900.0,Hà Nội,1,https://shopee.vn/-Ai-ph%C3%B4n-4-IP4-%C4%90i%E1%BB%87n-tho%E1%BA%A1i-c%C5%A9-gi%C3%A1-r%E1%BA%BB-Phone-4-Qu%E1%BB%91c-t%E1%BA%BF-nghe-g%E1%BB%8Di-fb-zalo-mess-t%E1%BA%B7ng-k%C3%A8m-d%C3%A2y-s%E1%BA%A1c-i.203317301.13012596924?position=889,0.6666666666666666,Ultra_Low_end
712,điện thoại nokia 1200 chính hãng 99% chỉ dùng sim viettel pin+sạc,99000.0,4.0,3.0,297000.0,396000.0,3.67,3.0,1.0,1,0,0.0,phukiensim75,phukiensim75,0,515.0,39.0,0.84,0,23.0,845.0,Thừa Thiên Huế,0,https://shopee.vn/%C4%90I%E1%BB%86N-THO%E1%BA%A0I-NOKIA-1200-ch%C3%ADnh-h%C3%A3ng-99-ch%E1%BB%89-d%C3%B9ng-sim-viettel-pin-s%E1%BA%A1c-i.200312728.8483812945?position=890,0.75,Ultra_Low_end
713,điện thoại di động samsung gt c3520 điện thoại gập cho người già,300000.0,3.0,3.0,900000.0,900000.0,3.0,1.0,7.0,0,0,0.0,ĐIỆN THOẠI RẺ HÀ NỘI,dienthoaigiare_hn,0,50.0,24.0,0.45,0,32.0,165.0,Hà Nội,0,https://shopee.vn/%C4%90I%E1%BB%86N-THO%E1%BA%A0I-DI-%C4%90%E1%BB%98NG-SAMSUNG-GT-C3520-%C4%90I%E1%BB%86N-THO%E1%BA%A0I-G%E1%BA%ACP-CHO-NG%C6%AF%E1%BB%9CI-GI%C3%80-i.127150525.8123232236?position=891,0.3333333333333333,Ultra_Low_end
714,điện thoại mini siêu nhỏ b3310 02 sim - 02 sóng online : gắn được thẻ 8g.,185000.0,25.0,3.0,555000.0,4625000.0,3.67,3.0,43.0,1,0,0.0,sieuthihangchinhhangvn,sieuthihangchinhhangvn,0,98.0,59.0,0.19,1,28.0,33.0,Vĩnh Phúc,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-mini-Si%C3%AAu-Nh%E1%BB%8F-B3310-02-sim-02-s%C3%B3ng-ONLINE-g%E1%BA%AFn-%C4%91%C6%B0%E1%BB%A3c-th%E1%BA%BB-8G.-i.154547767.5136186392?position=892,0.12,Ultra_Low_end
715,boroo97 (a534) điện thoại xiaomi cũ _nana beanna,5000000.0,5.0,3.0,15000000.0,25000000.0,0.0,0.0,995.0,0,0,0.0,BOROO,boroo.97,0,0.0,76.0,0.57,0,4.0,6.0,Hà Nội,0,https://shopee.vn/boroo97-(A534)-%C4%90i%E1%BB%87n-tho%E1%BA%A1i-xiaomi-c%C5%A9-_nana-beanna-i.452968860.10907408017?position=893,0.0,Mid_end
716,xả kho điện thoại k7 kiểu dáng sang trọng full box,860000.0,4.0,3.0,2580000.0,3440000.0,0.0,0.0,23.0,0,0,0.0,Điện Thoại Đẹp Độc Lạ,dienthoaidepdocla,0,5.0,27.0,0.13,0,5.0,3.0,Bắc Ninh,0,https://shopee.vn/X%E1%BA%A2-KHO-%C4%90i%E1%BB%87n-tho%E1%BA%A1i-k7-ki%E1%BB%83u-d%C3%A1ng-sang-tr%E1%BB%8Dng-Full-Box-i.438887870.9152269156?position=894,0.0,Ultra_Low_end
718,điện thoại google nexus 5x 32g,590000.0,7.0,4.0,2360000.0,4130000.0,1.0,1.0,2.0,0,0,0.0,TrườngBMmobile,truongbmmobile89,0,285.0,148.0,0.9,0,13.0,490.0,Hà Nội,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Google-nexus-5x-32G-i.310036275.6391076997?position=896,0.14285714285714285,Ultra_Low_end
719,[ sale - rẻ vô địch ] điện thoại xiaomi mi a1 - xiaomi a1 2sim ram 4g/64g mới zin chính hãng - bảo hành 12 tháng,3650000.0,4.0,3.0,10950000.0,14600000.0,0.0,0.0,20597.0,1,1,0.0,smartphone_baochau,smartphone_baochau,0,143000.0,1100.0,0.89,0,33.0,12700.0,TP. Hồ Chí Minh,1,https://shopee.vn/-SALE-R%E1%BA%BA-V%C3%94-%C4%90%E1%BB%8ACH-%C4%91i%E1%BB%87n-tho%E1%BA%A1i-Xiaomi-Mi-A1-Xiaomi-A1-2sim-ram-4G-64G-m%E1%BB%9Bi-zin-CH%C3%8DNH-H%C3%83NG-B%E1%BA%A3o-h%C3%A0nh-12-th%C3%A1ng-i.122206336.3990191179?position=898,0.0,Low_end
720,điện thoại samsung galaxy j7 prime 2sim (3gb/32gb)- chơi liên quân tốt,988320.0000000001,43000.0,2.0,1976640.0000000002,42497760000.00001,4.78,23.0,16978.0,1,1,0.42,smartphone_baochau,smartphone_baochau,0,143000.0,1100.0,0.89,0,33.0,12700.0,TP. Hồ Chí Minh,1,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-SamSung-Galaxy-J7-Prime-2sim-(3GB-32GB)-Ch%C6%A1i-Li%C3%AAn-Qu%C3%A2n-T%E1%BB%91t-i.122206336.6466228896?position=899,0.0005348837209302326,Ultra_Low_end
721,"điện thoại sony xperia xz1 ram 4g bộ nhớ 64g mới, chơi game mượt",1031320.0000000001,51000.0,2.0,2062640.0000000002,52597320000.00001,4.38,53.0,18579.0,1,1,0.41,smartphone_baochau,smartphone_baochau,0,143000.0,1100.0,0.89,0,33.0,12700.0,TP. Hồ Chí Minh,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-SONY-XPERIA-XZ1-ram-4G-b%E1%BB%99-nh%E1%BB%9B-64G-m%E1%BB%9Bi-ch%C6%A1i-game-m%C6%B0%E1%BB%A3t-i.122206336.8900794688?position=900,0.00103921568627451,Ultra_Low_end
